incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
19900906GASOC,16,Male,,Student,Surrendered,No,None,"90 felonies including 53 charges for kidnapping, aggravated assault, and weapons charges",,Yes,
20210205MDBEM,,,,No Relation,Fled/Escaped,No,None,,,,
20210208MISCG,,Male,,No Relation,Fled/Escaped,No,None,,,,
20201225FLYOP,,,,,Fled/Escaped,No,None,,,,
20210210TXFOF,17,Male,null,No Relation,Fled/Apprehended,No,None,capital murder charge,null,Yes,null
20210210NJSCP,,,,No Relation,Fled/Escaped,No,None,,,,
20210210LASTS,Adult,Male,Black,No Relation,Fled/Escaped,No,None,"aggravated criminal damage to property, firearm free zone, illegal carrying of weapons, negligent injuring, illegal use of weapons and seven counts of aggravated assault with a firearm",,,
20210214MNROM,,,,No Relation,Fled/Escaped,No,None,,,,
20210127MSHAH,14,Male,Black,,Apprehended/Killed by LE,No,Wounded,,,,
20210216NCTHS,Child,Male,,Student,Apprehended/Killed by SRO,No,None,misdemeanor weapons on campus or other educational property and misdemeanor assault,,No,
20210216NCTHS,Child,Male,,Student,Apprehended/Killed by SRO,No,None,misdemeanor weapons on campus or other educational property and misdemeanor assault,,No,
20210217TNKNK,30,Male,Black,No Relation,Fled/Apprehended,No,None,"two counts of attempted first-degree murder, three counts of reckless endangerment with a deadly weapon and one count of employing a firearm during the commission of a dangerous felony",,,
20210219ILLIR,,,,No Relation,Fled/Escaped,No,None,,,,
20210222CAHOV,,,,No Relation,Fled/Escaped,No,None,,,,
20210224WAGAY,Teen,Male,,No Relation,Fled/Apprehended,No,None,,,,
20210226LAGEN,35,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,None,first-degree murder of a policeman and one count of armed robbery,,,
20210301ARWAP,15,Male,,Student,Fled/Apprehended,No,None,Charged as an adult on first-degree battery and held on a $1 million bond,,Yes,
20210308SCEDC,54,Female,Black,Relative,Fled/Apprehended,No,None,"two counts of attempted murder, carrying weapons onto school property, disturbing school and possession of a weapon during the commission of a violent crime",,,
20210309TNSAK,,,,No Relation,Fled/Escaped,No,None,,,,
20210311OHCIC,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20210313TXLEA,66,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,aggravated assault with a deadly weapon,null,null,null
20210318KYGRL,36,Male,White,Parent,Apprehended/Killed by LE,No,None,"terroristic threatening, charged with two counts of wanton endangerment, and the unlawful possession of a weapon on school property",null,null,null
20210319WVSPM,Teen,Male,null,null,Fled/Apprehended,No,None,null,null,null,null
20210319WVSPM,Teen,Male,null,null,Fled/Apprehended,No,None,null,null,null,null
20210210TXFOF,18,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder,null,null,null
20210324ORFOS,Teen,Male,null,No Relation,Fled/Apprehended,No,None,"Weapons charge, robbery, theft",null,null,null
20180803IALIO,32,Male,White,No Relation,Fled/Apprehended,No,Wounded,"10 charges of attempted murder as well as first-degree robbery, first-degree burglary and willful injury charges",null,null,null
20180803IALIO,23,Male,White,No Relation,Fled/Apprehended,No,None,"10 charges of attempted murder as well as first-degree robbery, first-degree burglary and willful injury charges",null,null,null
20180803IALIO,Adult,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,null,null,null,null
20210326MOCAS,33,Male,null,No Relation,Apprehended/Killed by LE,Yes,Fatal,null,null,null,null
20210327MAPEC,null,null,null,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210401OKCLC,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210401ALSES,15,Male,null,Student,Fled/Apprehended,No,None,"charged with certain persons forbidden to possess a firearm, discharging a firearm into an occupied dwelling, reckless endangerment, disorderly conduct and attempting to elude",null,null,null
19790226CABAB,18,Male,White,Student,Fled/Apprehended,No,None,3 counts of murder,"Guilty, 3 years as juvenile",No,"Committed multiple offenses after being released including kidnapping, domestic violence, and carrying a weapon as a felon. Killed by police in 2021 when he pointed a gun at an officer."
20210104NYPEJ,Adult,Male,null,No Relation,Fled/Apprehended,No,None,misdemeanor charges of reckless endangerment and illegal discharge of a firearm,null,null,null
20210407ILPEP,14,Male,null,Student,Subdued by Students/Staff/Other,No,None,"Unlawful Use of a Weapon on School Grounds, Possession of a Stolen Firearm, Aggravated Assault, and Unauthorized Possession of a Weapon on School Grounds.",null,null,null
20210315INMEM,18,Male,null,No Relation,Fled/Apprehended,No,None,"murder, attempted murder and battery by means of a deadly weapon",null,null,null
20210315INMEM,20,Male,null,No Relation,Fled/Apprehended,No,None,"murder, attempted murder and battery by means of a deadly weapon",null,null,null
20210406ILBAC,19,Male,null,No Relation,Fled/Apprehended,No,None,null,null,null,null
20210412TNAUK,17,Male,Black,Student,Apprehended/Killed by LE,Yes,Fatal,null,null,null,null
20210411INBIH,38,Male,Black,No Relation,Fled/Apprehended,No,None,charged with murder and unlawful possession of a firearm by a serious violent felon,null,null,Prior felony conviction for drug dealing (cocaine)
20210412CASAS,36,Male,Hispanic,No Relation,Apprehended/Killed by LE,Yes,None,null,null,null,Fugitive suspected in 3 shootings at law enforcement and a private bail bondsman in the past month. Fired at police during pursuit in stolen vehicle prior to the standoff. 
20210413TNMAC,32,Female,White,Parent,Fled/Apprehended,No,None,"5 counts of aggravated assault, 2 counts of reckless endangerment",null,null,null
20170415ORMEP,Teen,Male,Black,No Relation,Fled/Escaped,No,None,null,null,null,null
20210418OHWED,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210420TXHAH,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,Murder,null,null,null
20210426MNPLP,12,Male,null,Student,Surrendered,No,None,null,null,null,null
20210427TNLAM,Adult,Female,Black,Parent,Fled/Apprehended,No,None,"two counts of attempted first-degree murder, 63 counts of reckless endangerment and employment of a firearm during the commission of a dangerous felony",null,null,null
20210427DESMS,47,Male,null,Parent,Fled/Apprehended,Yes,Suicide,null,null,null,null
20210429NYURB,15,Male,null,Nonstudent,Fled/Apprehended,No,None,econd-degree murder and two counts of second-degree criminal possession of a weapon,null,null,"2 armed robbery charges in March, released to child services"
20210429NYURB,16,Male,null,Nonstudent,Fled/Escaped,No,None,second-degree murder and two counts of second-degree criminal possession of a weapon,null,null,null
20210429CAVIV,17,Male,null,Nonstudent,Fled/Apprehended,No,None,"for attempted murder, threatening crime with intent to terrorize, minor in possession of a concealed weapon, and discharging a firearm in a school zone.",null,null,null
20210430INMAI,Adult,Male,null,Parent,Fled/Escaped,No,None,null,null,null,null
20210501MNBES,Adult,Male,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210501MNBES,Adult,Male,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210501MNBES,Adult,Male,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210502ILCHC,Adult,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210514CASAS,16,Male,null,No Relation,Fled/Escaped,No,None,"homicide, attempted homicide and conspiracy charges",null,null,null
20210502ILCHC,Adult,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210506IDRIR,Teen,Female,null,Student,Subdued by Students/Staff/Other,No,None,null,null,null,null
19890209IDRIR,14,Male,null,Student,Apprehended/Killed by LE,No,None,"one count of kidnapping, two counts of aggravated assault with a deadly weapon and one count of aggravated assault on a police officer",null,null,null
20210506SCFOC,23,Male,null,No Relation,Apprehended/Killed by LE,No,None,null,null,null,null
20210505MICRC,Adult,Male,null,No Relation,Apprehended/Killed by LE,No,Wounded,null,null,null,null
20210505SCWAW,Teen,Male,null,Student,Suicide,Yes,Suicide,null,null,null,null
20210514CASAS,16,Male,null,No Relation,Fled/Escaped,No,None,"homicide, attempted homicide and conspiracy charges",null,null,null
20210511CAVEL,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,Multiple similar pellet gun shootings in the same area.
20210517TNAUM,51,Male,White,No Relation,Apprehended/Killed by LE,No,None,Criminal Attempt Second Degree Murder and Employment of a Firearm During the Commission of a Dangerous Felony,null,null,null
20210517MDLOC,18,Male,null,Relative,Apprehended/Killed by LE,No,None,possession of a weapon on school grounds,null,null,null
20210517MDLOC,20,Female,Hispanic,Relative,Apprehended/Killed by LE,No,None,possession of a weapon on school grounds,null,null,null
20210511NYPSB,Teen,Male,Black,Student,Fled/Escaped,No,None,null,null,null,null
20210525NJPAP,15,Male,null,No Relation,Apprehended/Killed by LE,No,None,null,null,null,null
20210601ILLIC,17,Male,null,null,Fled/Escaped,No,None,"charged as a juvenile with aggravated unlawful use of a weapon, possession of a firearm with a defaced serial number, aggravated discharge of a firearm",null,No,null
20210606VADRA,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210606VADRA,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210607TXEAF,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210608KSHAK,16,Male,null,No Relation,Fled/Apprehended,No,None,null,null,null,null
20210609TXNOH,18,Male,null,Student,Fled/Apprehended,No,None,null,null,null,null
20210609VAWIR,Teen,Male,null,Student,Fled/Apprehended,No,None,null,null,null,null
20210610CTHOW,41,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,None,7 felonies,null,null,"Charged w/ breach of peace in the 2nd degree, unlawful discharge of a firearm, reckless endangerment in the first degree, weapons in a motor vehicle, illegal sale or transfer of a firearm, possession of a pistol without a permit, possession of a high capacity magazine"
20210610CTHOW,45,Male,White,No Relation,Apprehended/Killed by LE,No,None,7 felonies ,null,null,"Charged with breach of peace in the 2nd degree, unlawful discharge of a firearm, reckless endangerment in the first degree, weapons in a motor vehicle, illegal sale or transfer of a firearm, possession of a pistol without a permit, possession of a high capacity magazine"
20210612MOMCF,18,Male,Black,Student,Fled/Apprehended,No,None,"First degree murder, armed criminal action",null,null,null
20210613PAWIP,null,Male,null,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210613PAPAC,78,Male,null,No Relation,Suicide,No,Suicide,null,null,null,null
20210614NCROR,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210614NCROR,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210614NCROR,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210620CAGRM,Adult,null,null,Security Guard,Law Enforcement,No,None,null,null,null,Security officer firing at man who attempted to steal vehicle parts
20210624ILABR,Adult,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210608KSHAK,17,Male,null,null,Fled/Apprehended,No,None,null,null,null,null
20210608PAMUS,17,Male,null,No Relation,Fled/Apprehended,No,None,"charged with aggravated assault, possession of a firearm by a minor, carrying a firearm without a license, reckless endangerment and possession of a weapon on school property in connection with the shooting",null,Yes,Can be charged as adult due to gun offense
20210628CASLF,Adult,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210704NYDRR,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210708ILBEC,Adult,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210709KSCAW,Adult,Male,null,No Relation,Suicide,Yes,Suicide,null,null,null,null
20210718ARFOL,Adult,null,null,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210719TXCAC,Teen,null,null,Student,Fled/Apprehended,No,None,null,null,null,null
20210721ILTHC,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210727WATYS,Adult,Male,null,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210420TXHAH,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,Murder,null,null,null
20210517TXBRE,13,Male,null,Student,Fled/Escaped,No,None,None,null,null,null
20210804ALBUM,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210806LASTH,17,Male,Black,No Relation,Fled/Apprehended,No,None,attempted first-degree murder and possession of a firearm in a school zone,null,null,null
20210807ORGIP,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210805GACHD,23,Male,Black,Teacher,Fled/Apprehended,No,None,"first-degree arson, property damage, and gun charges",null,null,null
20210811COMAC,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210810OHEAC,12,Male,null,Former Student,Surrendered,No,None,null,null,null,null
20210812CANOS,Teen,null,null,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210812GALIL,null,null,null,Police Officer/SRO,null,null,null,null,null,null,null
20210813NMWAA,13,Male,null,Student,Apprehended/Killed by SRO,No,None,null,null,null,null
20210811CAOAO,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210813GACAS,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210814ILMAC,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20180425NMHIA,Adult,Male,Hispanic,Parent,Apprehended/Killed by LE,No,None,null,"Charges dropped, restraining order from school property",null,null
20210814SCDAH,null,null,null,null,Fled/Escaped,No,None,null,null,null,null
20210818SCORO,14,Male,null,Student,Fled/Apprehended,No,None,three counts of aggravated assault,null,null,null
20210817COYED,18,Male,null,No Relation,Fled/Apprehended,No,None,"first-degree murder, menacing, and auto theft",null,null,null
20210815VAROD,null,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210820NEMIO,Adult,null,null,No Relation,Fled/Escaped,No,None,null,null,null,null
20210820CACEF,19,Male,null,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,None,attempted homicide and carjacking,null,null,null
20210822ILWER,Teen,Male,null,null,Fled/Escaped,No,None,null,null,null,null
20170813NYHUH,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,Six counts attempted murder,null,null,null
20210901NCMTW,15,Male,null,Student,Fled/Apprehended,No,None,null,null,null,null
20210830NCNEW,15,Male,Black,Student,Fled/Apprehended,No,None,"first-degree murder, assault with a deadly weapon with intent to kill inflicting serious injury and weapons offenses",null,null,null
20210827INHAH,Teen,Male,null,Student,Fled/Apprehended,No,None,null,null,null,null
